"INSTNM","sector_desc","RAPE13","RAPE5","RAPE6","RAPE7","RAPE8","RAPE9","RAPE10","RAPE11","RAPE12","RAPE14","RAPE15"
"Concordia University-Seward","Private nonprofit, 4-year or above",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA
"Concordia University-Texas","Private nonprofit, 4-year or above",0,NA,NA,NA,NA,NA,NA,NA,NA,1,0
"Concordia University-Wisconsin","Private nonprofit, 4-year or above",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Concordia University Texas","Private nonprofit, 4-year or above",NA,0,0,0,0,NA,NA,NA,NA,NA,NA
"Conemaugh Valley Memorial Hospital","Private nonprofit, 2-year",NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"Conlee's College of Cosmetology","Private for-profit, less-than 2-year",0,0,0,0,0,NA,NA,NA,NA,0,0
"Connecticut Center for Massage Therapy-Groton","Private for-profit, less-than 2-year",0,0,0,0,0,NA,NA,NA,NA,0,0
"Connecticut Center for Massage Therapy-Newington","Private for-profit, less-than 2-year",0,0,0,0,0,0,0,0,0,0,0
"Connecticut Center for Massage Therapy-Westport","Private for-profit, less-than 2-year",0,0,0,0,0,NA,NA,NA,NA,0,0
"Connecticut College","Private nonprofit, 4-year or above",9,5,1,2,3,4,8,4,12,8,8
"Connecticut Culinary Institute","Private for-profit, less-than 2-year",NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA
"Connecticut Culinary Institute-Suffield","Private for-profit, less-than 2-year",NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA
"Connecticut Institute of Hair Design","Private for-profit, less-than 2-year",NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"Connecticut Training Centers Inc","Private nonprofit, less-than 2-year",NA,0,0,0,0,NA,NA,NA,NA,NA,NA
"Connors State College","Public, 2-year",0,0,0,0,1,NA,NA,NA,NA,0,2
"Conservatory of Recording Arts and Sciences","Private for-profit, less-than 2-year",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Consolidated School of Business","Private for-profit, 2-year",NA,0,0,0,0,NA,NA,NA,NA,NA,NA
"Consolidated School of Business-Lancaster","Private for-profit, 2-year",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Consolidated School of Business-York","Private for-profit, 2-year",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Continental Academie of Hair Design","Private for-profit, less-than 2-year",NA,0,0,0,0,NA,NA,NA,NA,NA,NA
"Continental Academie of Hair Design-Hudson","Private for-profit, less-than 2-year",0,NA,NA,NA,NA,0,0,0,0,0,0
"Continental School of Beauty Culture","Private for-profit, less-than 2-year",NA,0,0,0,0,NA,NA,NA,NA,NA,NA
"Continental School of Beauty Culture-Batavia","Private for-profit, less-than 2-year",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Continental School of Beauty Culture-Buffalo","Private for-profit, less-than 2-year",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Continental School of Beauty Culture-Mattydale","Private for-profit, less-than 2-year",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Continental School of Beauty Culture-Olean","Private for-profit, less-than 2-year",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Continental School of Beauty Culture-Rochester","Private for-profit, less-than 2-year",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Continental School of Beauty Culture-West Seneca","Private for-profit, less-than 2-year",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Contra Costa College","Public, 2-year",0,NA,NA,0,0,1,0,0,0,0,0
"Converse College","Private nonprofit, 4-year or above",1,0,0,0,0,NA,NA,NA,NA,0,0
"Conway School of Landscape Design","Private nonprofit, 4-year or above",0,0,0,0,0,0,0,0,0,0,0
"Cooper Health System Center for Allied Health Education","Private nonprofit, 4-year or above",NA,0,0,0,0,0,0,0,0,NA,NA
"Cooper Union for the Advancement of Science and Art","Private nonprofit, 4-year or above",0,0,0,0,0,NA,NA,NA,NA,0,0
"Coosa Valley Technical College","Public, 2-year",NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA
"Copiah-Lincoln Community College","Public, 2-year",1,NA,NA,NA,NA,NA,0,0,0,0,0
"Copiah-Lincoln Community College-Natchez Campus","Public, 2-year",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Copper Mountain Community College","Public, 2-year",0,NA,NA,0,0,NA,NA,NA,NA,0,0
"Coppin State University","Public, 4-year or above",0,0,0,1,0,0,1,0,1,0,2
"Coral Ridge Nurses Assistant Training School Inc","Private for-profit, less-than 2-year",NA,0,0,0,0,NA,NA,NA,NA,NA,NA
"Corban College","Private nonprofit, 4-year or above",NA,0,0,1,0,NA,NA,NA,NA,NA,NA
"Corban University","Private nonprofit, 4-year or above",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Corcoran College of Art and Design","Private nonprofit, 4-year or above",NA,0,0,0,0,0,9,0,0,NA,NA
"Corinth Academy of Cosmetology","Private for-profit, 2-year",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Cornell College","Private nonprofit, 4-year or above",6,0,5,1,5,3,3,4,3,4,4
"Cornell University","Private nonprofit, 4-year or above",11,NA,NA,NA,NA,NA,NA,NA,NA,12,14
"Cornerstone University","Private nonprofit, 4-year or above",0,0,0,0,0,0,0,0,0,0,0
"Corning Community College","Public, 2-year",3,NA,NA,NA,NA,NA,NA,NA,NA,1,2
"Cornish College of the Arts","Private nonprofit, 4-year or above",0,NA,NA,0,0,NA,NA,NA,NA,1,0
"Cortiva Institute-Boston","Private for-profit, less-than 2-year",0,NA,NA,0,0,0,0,0,0,0,0
"Cortiva Institute-Chicago","Private for-profit, less-than 2-year",0,0,0,0,0,NA,NA,NA,NA,0,0
"Cortiva Institute-Florida","Private for-profit, less-than 2-year",0,NA,NA,0,0,0,0,0,0,0,0
"Cortiva Institute-Humanities Center School of Massage","Private for-profit, less-than 2-year",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Cortiva Institute-Muscular Therapy Institute","Private for-profit, less-than 2-year",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Cortiva Institute-New Jersey","Private for-profit, less-than 2-year",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Cortiva Institute-Pennsylvania School of Muscle Therapy","Private for-profit, less-than 2-year",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cortiva Institute-Scottsdale","Private for-profit, less-than 2-year",0,NA,NA,0,0,0,0,0,0,0,0
"Cortiva Institute-Seattle","Private for-profit, less-than 2-year",0,NA,NA,0,0,NA,NA,NA,NA,0,0
"Cortiva Institute-Somerset School of Massage Therapy","Private for-profit, less-than 2-year",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Cortiva Institute-Tucson","Private for-profit, less-than 2-year",0,0,0,0,0,0,0,0,0,0,0
"Coryell Cosmetology College","Private for-profit, less-than 2-year",NA,0,0,0,0,NA,NA,NA,NA,NA,NA
"Cosmetic Arts Institute","Private for-profit, less-than 2-year",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Cosmetology & Spa Academy","Private for-profit, less-than 2-year",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Cosmetology & Spa Institute","Private for-profit, less-than 2-year",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA
"Cosmetology Career Center LLC","Private for-profit, less-than 2-year",0,0,0,0,0,NA,NA,NA,NA,0,0
"Cosmetology Career Institute","Private for-profit, less-than 2-year",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Cosmetology Careers Unlimited-Duluth","Private for-profit, less-than 2-year",NA,0,0,0,0,0,0,0,0,NA,NA
"Cosmetology Careers Unlimited-Hibbing","Private for-profit, less-than 2-year",NA,0,0,0,0,0,0,0,0,NA,NA
"Cosmetology Careers Unlimited College of Hair Skin and Nails","Private for-profit, less-than 2-year",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Cosmetology College of Franklin County","Private for-profit, less-than 2-year",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Cosmetology Concepts Institute","Private for-profit, less-than 2-year",NA,NA,NA,0,0,0,0,0,0,NA,NA
"Cosmetology Institute of Beauty Arts and Sciences","Private for-profit, less-than 2-year",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cosmetology School of Arts and Science LLC","Private for-profit, 2-year",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Cosmetology School of Arts and Sciences","Private for-profit, 2-year",NA,0,0,0,0,NA,NA,NA,NA,NA,NA
"Cosmetology Schools Inc","Private for-profit, less-than 2-year",NA,0,0,0,0,NA,NA,NA,NA,NA,NA
"Cosmetology Training Center","Private for-profit, less-than 2-year",0,0,0,0,0,NA,NA,NA,NA,0,0
"Cosmo Beauty Academy","Private for-profit, less-than 2-year",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Cosmopolitan Beauty and Tech School","Private for-profit, less-than 2-year",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Cossatot Community College of the University of Arkansas","Public, 2-year",0,1,0,0,0,0,0,0,0,0,0
"Cosumnes River College","Public, 2-year",2,1,2,0,2,0,0,1,1,2,2
"Cottey College","Private nonprofit, 2-year",NA,0,0,0,0,NA,NA,NA,NA,NA,NA
"Cottey College","Private nonprofit, 4-year or above",0,NA,NA,NA,NA,0,0,0,0,0,0
"County College of Morris","Public, 2-year",0,0,1,0,0,1,0,0,0,0,0
"Court Reporting Institute-Wheeler Institute of Texas","Private for-profit, 2-year",NA,0,0,0,0,NA,NA,NA,NA,NA,NA
"Court Reporting Institute of Louisiana","Private for-profit, 2-year",NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"Court Reporting Institute of St Louis","Private for-profit, 2-year",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Covenant College","Private nonprofit, 4-year or above",0,0,0,0,0,0,0,0,0,0,0
"Covenant School of Nursing and Allied Health","Private nonprofit, 2-year",7,0,0,0,0,NA,NA,NA,NA,2,1
"Covenant Theological Seminary","Private nonprofit, 4-year or above",0,0,0,0,0,0,0,0,0,0,0
"Cowley County Community College","Public, 2-year",1,NA,NA,0,1,1,0,1,1,0,1
"Cox College","Private nonprofit, 4-year or above",0,NA,NA,NA,NA,0,0,1,0,0,0
"CoxHealth School of Diagnostic Medical Sonography","Private nonprofit, 2-year",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"CoxHealth School of Radiologic Technology","Private nonprofit, 2-year",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Coyne American Institute Inc","Private for-profit, 2-year",NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"Coyne American Institute Inc","Private for-profit, less-than 2-year",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Coyne College","Private for-profit, 2-year",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cozmo Beauty School","Private for-profit, less-than 2-year",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Crafton Hills College","Public, 2-year",1,NA,NA,2,1,0,2,1,0,0,0
"Cranbrook Academy of Art","Private nonprofit, 4-year or above",0,0,0,0,0,0,0,0,0,0,0
"Crave Beauty Academy","Private for-profit, less-than 2-year",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Craven Community College","Public, 2-year",0,NA,NA,0,0,NA,NA,NA,NA,0,0
"Crawford County Area Vocational Technical School Practical Nursing Program","Public, less-than 2-year",NA,0,0,0,0,NA,NA,NA,NA,NA,NA
"Crawford County Career and Technical Center Practical Nursing Program","Public, less-than 2-year",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Creations College of Cosmetology","Private for-profit, less-than 2-year",NA,0,0,0,0,0,0,0,0,NA,NA
"Creative Hair Styling Academy Inc","Private for-profit, less-than 2-year",NA,0,0,0,0,NA,NA,NA,NA,NA,NA
"Creative Images Institute of Cosmetology","Private for-profit, 2-year",NA,0,0,0,0,NA,NA,NA,NA,NA,NA
"Creative Images Institute of Cosmetology-North Dayton","Private for-profit, 2-year",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Creative Images Institute of Cosmetology-South Dayton","Private for-profit, 2-year",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Credence Institute of Beauty","Private for-profit, less-than 2-year",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Creighton University","Private nonprofit, 4-year or above",NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA
"Crescent City Bartending School","Private for-profit, less-than 2-year",0,NA,NA,NA,NA,NA,0,0,0,0,0
"Crevier's Academy of Cosmetology Arts","Private for-profit, 2-year",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Crevier's School of Cosmetology","Private for-profit, 2-year",NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"Crichton College","Private nonprofit, 4-year or above",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Crimson Technical College","Private for-profit, 2-year",NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"Criswell College","Private nonprofit, 4-year or above",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Crossett School of Cosmetology","Private for-profit, less-than 2-year",NA,0,0,0,0,NA,NA,NA,NA,NA,NA
"Crossroads Bible College","Private nonprofit, 4-year or above",0,NA,NA,0,0,NA,NA,NA,NA,0,0
"Crossroads College","Private nonprofit, 4-year or above",0,NA,NA,0,0,0,0,0,0,0,0
"Crouse Hospital School of Nursing","Private nonprofit, 2-year",NA,0,1,0,0,NA,NA,NA,NA,NA,NA
"Crowder College","Public, 2-year",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Crowley's Ridge College","Private nonprofit, 2-year",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Crowley's Ridge College","Private nonprofit, 4-year or above",0,NA,NA,0,0,0,0,0,0,0,0
"Crowley's Ridge Technical Institute","Public, less-than 2-year",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Crowleys Ridge Technical Institute","Public, less-than 2-year",NA,NA,NA,0,0,0,0,0,0,NA,NA
"Crown College","Private nonprofit, 4-year or above",0,0,0,0,0,0,0,0,0,0,0
"CRU Institute","Private for-profit, less-than 2-year",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Crums Beauty College","Private for-profit, less-than 2-year",NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"CSI Career College","not Dertermined yet",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"CSI Career College","Private for-profit, 2-year",NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"Cuesta College","Public, 2-year",0,NA,NA,0,0,0,0,0,0,0,0
"Culinary Academy of Austin","Private for-profit, less-than 2-year",NA,0,0,0,0,NA,NA,NA,NA,NA,NA
"Culinary Academy of Long Island","Private for-profit, less-than 2-year",NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"Culinary Institute Alain and Marie Lenotre","Private for-profit, 2-year",NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"Culinary Institute Alain and Marie Lenotre","Private for-profit, less-than 2-year",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Culinary Institute Inc","Private for-profit, 2-year",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Culinary Institute of America","Private nonprofit, 4-year or above",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Culpeper Cosmetology Training Center","Public, less-than 2-year",0,0,0,0,0,NA,NA,NA,NA,0,0
"Culver-Stockton College","Private nonprofit, 4-year or above",1,1,1,1,0,1,0,4,3,5,1
"Cumberland County College","Public, 2-year",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cumberland University","Private nonprofit, 4-year or above",0,0,1,0,1,NA,NA,NA,NA,0,2
"CUNY Bernard M Baruch College","Public, 4-year or above",0,NA,NA,0,0,NA,NA,NA,NA,0,0
"CUNY Borough of Manhattan Community College","Public, 2-year",0,NA,NA,0,0,NA,NA,NA,NA,0,0
"CUNY Bronx Community College","Public, 2-year",0,NA,NA,0,0,NA,NA,NA,NA,0,0
"CUNY Brooklyn College","Public, 4-year or above",0,NA,NA,0,0,NA,NA,NA,NA,0,0
"CUNY City College","Public, 4-year or above",1,NA,NA,2,0,NA,NA,NA,NA,0,0
"CUNY College of Staten Island","Public, 4-year or above",NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"CUNY Graduate School and University Center","Public, 4-year or above",0,NA,NA,0,0,NA,NA,NA,NA,0,0
"CUNY Hostos Community College","Public, 2-year",1,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"CUNY Hunter College","Public, 4-year or above",2,NA,NA,1,0,NA,NA,NA,NA,0,0
"CUNY John Jay College Criminal Justice","Public, 4-year or above",NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"CUNY John Jay College of Criminal Justice","Public, 4-year or above",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"CUNY Kingsborough Community College","Public, 2-year",0,NA,NA,0,0,NA,NA,NA,NA,0,0
"CUNY LaGuardia Community College","Public, 2-year",1,NA,NA,0,2,NA,NA,NA,NA,0,0
"CUNY Lehman College","Public, 4-year or above",0,NA,NA,0,0,NA,NA,NA,NA,0,0
"CUNY Medgar Evers College","Public, 4-year or above",0,NA,NA,0,0,NA,NA,NA,NA,0,0
"CUNY New York City College of Technology","Public, 4-year or above",1,NA,NA,0,0,NA,NA,NA,NA,0,1
"CUNY Queens College","Public, 4-year or above",0,NA,NA,0,0,NA,NA,NA,NA,0,0
"CUNY Queensborough Community College","Public, 2-year",2,NA,NA,1,0,NA,NA,NA,NA,0,0
"CUNY School of Law","Public, 4-year or above",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"CUNY School of Law at Queens College","Public, 4-year or above",NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"CUNY York College","Public, 4-year or above",0,NA,NA,0,0,NA,NA,NA,NA,0,0
"Curry College","Private nonprofit, 4-year or above",5,0,0,0,0,0,0,3,1,1,4
"Curtis Institute of Music","Private nonprofit, 4-year or above",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Curve Metric School of Hair Design","Private for-profit, less-than 2-year",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Cut Beauty School","Private for-profit, less-than 2-year",NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"Cuttin' Up Beauty Academy","not Dertermined yet",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Cuttin' Up Beauty Academy","Private for-profit, 2-year",NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"Cutting Edge Hairstyling Academy","Private for-profit, less-than 2-year",NA,0,0,0,0,NA,NA,NA,NA,NA,NA
"Cuyahoga Community College District","Public, 2-year",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cuyahoga Valley Career Center","Public, less-than 2-year",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Cuyamaca College","Public, 2-year",0,0,0,0,0,0,0,1,0,0,0
"CVPH Medical Center School of Radiologic Technology","Private nonprofit, 2-year",0,NA,NA,0,0,NA,NA,NA,NA,0,1
"CyberTex Institute of Technology","Private for-profit, less-than 2-year",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Cynthias Beauty Academy","Private for-profit, less-than 2-year",NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"Cypress College","Public, 2-year",1,NA,NA,NA,NA,NA,1,1,0,1,1
"D'Jay's School of Beauty Arts and Sciences","Private for-profit, less-than 2-year",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"D'Mart Institute","Private for-profit, less-than 2-year",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D'Youville College","Private nonprofit, 4-year or above",0,1,0,0,0,NA,NA,NA,NA,0,0
"D-Jays School of Beauty Arts and Sciences","Private for-profit, less-than 2-year",NA,NA,NA,0,0,0,0,0,0,NA,NA
"D & L Academy of Hair Design","Private for-profit, 2-year",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"D A Dorsey Technical College","Public, 2-year",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"D G Erwin Technical Center","Public, 2-year",NA,0,0,0,0,NA,NA,NA,NA,NA,NA
"Dabney S Lancaster Community College","Public, 2-year",0,0,0,0,0,NA,NA,NA,NA,0,0
"Dade Medical College","Private for-profit, 2-year",NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"Dade Medical College","Private for-profit, less-than 2-year",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Daemen College","Private nonprofit, 4-year or above",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Dahls College of Beauty","Private for-profit, less-than 2-year",NA,0,0,0,0,NA,NA,NA,NA,NA,NA
"Dakota College at Bottineau","Public, 2-year",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Dakota County Technical College","Public, 2-year",0,0,0,0,0,0,0,3,0,0,0
"Dakota State University","Public, 4-year or above",0,0,0,0,0,NA,NA,NA,NA,0,0
"Dakota Wesleyan University","Private nonprofit, 4-year or above",2,1,0,0,1,NA,NA,NA,NA,0,0
"Dallas Baptist University","Private nonprofit, 4-year or above",0,0,0,0,0,NA,NA,NA,NA,1,1
"Dallas Barber & Stylist College","Private for-profit, less-than 2-year",0,NA,NA,0,0,NA,NA,NA,NA,0,0
"Dallas Christian College","Private nonprofit, 4-year or above",0,0,0,0,0,NA,NA,NA,NA,0,0
"Dallas Institute of Funeral Service","Private nonprofit, 2-year",0,NA,NA,0,0,NA,NA,NA,NA,0,0
"Dallas Nursing Institute","Private for-profit, less-than 2-year",NA,0,0,0,0,NA,NA,NA,NA,NA,NA
"Dallas Nursing Institute","Private nonprofit, 2-year",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Dallas Roberts Academy of Hair Design & Aesthetics","Private for-profit, 2-year",NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"Dallas Theological Seminary","Private nonprofit, 4-year or above",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Dalton State College","Public, 4-year or above",1,NA,NA,NA,NA,0,0,1,2,3,1
"Dana College","Private nonprofit, 4-year or above",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Dance Theatre of Harlem Inc","Private nonprofit, 2-year",NA,0,0,0,0,NA,NA,NA,NA,NA,NA
"Daniel Webster College","Private for-profit, 4-year or above",0,NA,NA,4,0,0,0,0,0,0,1
"Daniel Webster College","Private nonprofit, 4-year or above",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Danville Area Community College","Public, 2-year",0,0,0,0,0,0,0,0,0,0,0
"Danville Community College","Public, 2-year",0,0,0,0,0,NA,NA,NA,NA,0,0
"Danville Regional Medical Center School of Health Professions","Private for-profit, 2-year",0,0,0,0,0,NA,NA,NA,NA,0,0
"Daoist Traditions College of Chinese Medical Arts","Private for-profit, 4-year or above",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Darkei Noam Rabbinical College","Private nonprofit, 4-year or above",NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"Dartmouth College","Private nonprofit, 4-year or above",26,14,13,18,22,10,12,12,11,42,17
"Darton College","Public, 2-year",NA,0,0,0,0,0,NA,NA,NA,NA,NA
"Darton State College","Public, 2-year",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA
"Darton State College","Public, 4-year or above",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Davenport University","Private nonprofit, 4-year or above",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"David's Academy of Beauty","Private for-profit, less-than 2-year",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"David Demuth Institute of Cosmetology","Private for-profit, less-than 2-year",NA,0,0,0,0,NA,NA,NA,NA,NA,NA
"David Pressley School of Cosmetology","Private for-profit, less-than 2-year",0,0,0,0,0,0,0,0,0,0,0
"Davidson College","Private nonprofit, 4-year or above",16,NA,NA,NA,NA,NA,NA,NA,NA,11,15
"Davidson County Community College","Public, 2-year",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Davis & Elkins College","Private nonprofit, 4-year or above",1,1,0,0,1,NA,NA,NA,NA,2,6
"Davis Applied Technology College","Public, 2-year",0,0,0,0,0,NA,NA,NA,NA,0,0
"Davis College","Private for-profit, 2-year",0,0,0,0,0,NA,NA,NA,NA,0,0
"Davis College","Private nonprofit, 4-year or above",0,0,0,0,0,NA,NA,NA,NA,0,0
"Dawn Career Institute Inc","Private for-profit, less-than 2-year",0,NA,NA,NA,NA,0,0,0,0,0,0
"Dawn Training Centre","Private for-profit, less-than 2-year",NA,0,0,0,0,NA,NA,NA,NA,NA,NA
"Dawson Community College","Public, 2-year",0,0,0,0,0,0,0,0,1,0,1
"Day Spa Career College","Private for-profit, 2-year",NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"Day Spa Career College","Private for-profit, less-than 2-year",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Daymar College","Private for-profit, 2-year",NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
