"INSTNM","sector_desc.x","MEN5","WOMEN5","TOTAL5","RAPE5","RAPE6","Zip","RAPE7","RAPE8","MEN7","WOMEN7","TOTAL7","MEN9","WOMEN9","TOTAL9","RAPE9","sector_desc.y","sector_desc.x.x","MEN10","WOMEN10","TOTAL10","RAPE10","RAPE11","RAPE12","sector_desc.y.y","MEN13","WOMEN13","TOTAL13","RAPE13","RAPE14","RAPE15"
"Pima Community College","Public, 2-year",14461,18521,32982,0,0,857095500,0,0,16315,19565,35880,"16957","20012","36969",0,"Public, 2-year","Public, 2-year","15341","17647","32988","0",0,0,"Public, 2-year",12669,14211,26880,0,0,0
"Pima Community College","Public, 2-year",14461,18521,32982,0,0,857095500,0,0,16315,19565,35880,"16957","20012","36969",0,"Public, 2-year","Public, 2-year","15341","17647","32988","0",0,0,"Public, 2-year",12669,14211,26880,0,0,0
"Pima Community College","Public, 2-year",14461,18521,32982,0,0,857095500,0,0,16315,19565,35880,"16957","20012","36969",0,"Public, 2-year","Public, 2-year","15341","17647","32988","0",0,0,"Public, 2-year",12669,14211,26880,0,0,0
"Pima Community College","Public, 2-year",14461,18521,32982,0,0,857095500,0,0,16315,19565,35880,"16957","20012","36969",0,"Public, 2-year","Public, 2-year","15341","17647","32988","0",0,0,"Public, 2-year",12669,14211,26880,0,0,0
"Pima Community College","Public, 2-year",14461,18521,32982,0,0,857095500,0,0,16315,19565,35880,"16957","20012","36969",0,"Public, 2-year","Public, 2-year","15341","17647","32988","0",0,0,"Public, 2-year",12669,14211,26880,0,0,0
"Pima Community College","Public, 2-year",14461,18521,32982,0,0,857095500,0,0,16315,19565,35880,"16957","20012","36969",0,"Public, 2-year","Public, 2-year","15341","17647","32988","0",0,0,"Public, 2-year",12669,14211,26880,0,0,0
"Pima Community College","Public, 2-year",14461,18521,32982,0,0,857095500,0,0,16315,19565,35880,"16957","20012","36969",0,"Public, 2-year","Public, 2-year","15341","17647","32988","0",0,0,"Public, 2-year",12669,14211,26880,0,0,0
"Pima Community College","Public, 2-year",14461,18521,32982,0,0,857095500,0,0,16315,19565,35880,"16957","20012","36969",0,"Public, 2-year","Public, 2-year","15341","17647","32988","0",0,0,"Public, 2-year",12669,14211,26880,0,0,0
"Pima Community College","Public, 2-year",14461,18521,32982,0,0,857095500,0,0,16315,19565,35880,"16957","20012","36969",0,"Public, 2-year","Public, 2-year","15341","17647","32988","0",0,0,"Public, 2-year",12669,14211,26880,0,0,0
"Pima Community College","Public, 2-year",14461,18521,32982,0,0,857095500,0,0,16315,19565,35880,"16957","20012","36969",0,"Public, 2-year","Public, 2-year","15341","17647","32988","0",0,0,"Public, 2-year",12669,14211,26880,0,0,0
"Pima Community College","Public, 2-year",14461,18521,32982,0,0,857095500,0,0,16315,19565,35880,"16957","20012","36969",0,"Public, 2-year","Public, 2-year","15341","17647","32988","0",0,0,"Public, 2-year",12669,14211,26880,0,0,0
"Pima Community College","Public, 2-year",14461,18521,32982,0,0,857095500,0,0,16315,19565,35880,"16957","20012","36969",0,"Public, 2-year","Public, 2-year","15341","17647","32988","0",0,0,"Public, 2-year",12669,14211,26880,0,0,0
"Pima Community College","Public, 2-year",14461,18521,32982,0,0,857095500,0,0,16315,19565,35880,"16957","20012","36969",0,"Public, 2-year","Public, 2-year","15341","17647","32988","0",0,0,"Public, 2-year",12669,14211,26880,0,0,0
"Pima Community College","Public, 2-year",14461,18521,32982,0,0,857095500,0,0,16315,19565,35880,"16957","20012","36969",0,"Public, 2-year","Public, 2-year","15341","17647","32988","0",0,0,"Public, 2-year",12669,14211,26880,0,0,0
"Pima Community College","Public, 2-year",14461,18521,32982,0,0,857095500,0,0,16315,19565,35880,"16957","20012","36969",0,"Public, 2-year","Public, 2-year","15341","17647","32988","0",0,0,"Public, 2-year",12669,14211,26880,0,0,0
"Pima Medical Institute","Private for-profit, 2-year",184,716,900,0,0,85716,0,0,261,937,1198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pima Medical Institute","Private for-profit, 2-year",113,603,716,0,0,87110,0,0,219,784,1003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pima Medical Institute","Private for-profit, 2-year",113,603,716,0,0,87110,0,0,3,31,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Refrigeration School Inc","Private for-profit, 2-year",366,3,369,0,0,850341816,0,0,488,4,492,"771","11","782",0,"Private for-profit, 2-year","Private for-profit, 2-year","620","12","632","0",0,0,"Private for-profit, 2-year",680,8,688,0,0,0
"Roberto-Venn School of Luthiery","Private for-profit, less-than 2-year",34,1,35,0,0,85040,0,0,33,2,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hair Academy of Safford","Private for-profit, less-than 2-year",0,53,53,0,0,855463309,0,0,6,96,102,"5","80","85",0,"Private for-profit, less-than 2-year","Private for-profit, less-than 2-year","5","80","85","0",0,0,"Private for-profit, less-than 2-year",1,36,37,0,0,0
"Southwestern College","Private nonprofit, 4-year or above",191,170,361,0,0,850327097,0,0,201,200,401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tucson College","Private for-profit, less-than 2-year",54,173,227,0,0,85710,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Universal Technical Institute of Arizona Inc","Private for-profit, 2-year",2091,37,2128,0,0,85323,0,0,3013,75,3088,"3064","72","3136",0,"Private for-profit, 2-year","Private for-profit, 2-year","2458","71","2529","0",0,0,"Private for-profit, 2-year",2027,73,2100,0,0,0
"Western International University","Private for-profit, 4-year or above",2579,6330,8909,0,0,85021,0,0,1160,1767,2927,"1258","1981","3239",0,"Private for-profit, 4-year or above","Private for-profit, 4-year or above","1128","1798","2926","0",0,0,NA,NA,NA,NA,NA,NA,NA
"Western International University","Private for-profit, 4-year or above",2579,6330,8909,0,0,85225,0,0,1160,1767,2927,"1258","1981","3239",0,"Private for-profit, 4-year or above","Private for-profit, 4-year or above","1128","1798","2926","0",0,0,NA,NA,NA,NA,NA,NA,NA
"Western International University","Private for-profit, 4-year or above",2579,6330,8909,0,0,856136000,0,0,1160,1767,2927,"1258","1981","3239",0,"Private for-profit, 4-year or above","Private for-profit, 4-year or above","1128","1798","2926","0",0,0,NA,NA,NA,NA,NA,NA,NA
"Western International University","Private for-profit, 4-year or above",2579,6330,8909,0,0,85250,0,0,1160,1767,2927,"1258","1981","3239",0,"Private for-profit, 4-year or above","Private for-profit, 4-year or above","1128","1798","2926","0",0,0,NA,NA,NA,NA,NA,NA,NA
"Western International University","Private for-profit, 4-year or above",2579,6330,8909,0,0,85381,0,0,1160,1767,2927,"1258","1981","3239",0,"Private for-profit, 4-year or above","Private for-profit, 4-year or above","1128","1798","2926","0",0,0,NA,NA,NA,NA,NA,NA,NA
"Artistic Beauty Colleges-Glendale","Private for-profit, less-than 2-year",11,184,195,0,0,85304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yavapai College","Public, 2-year",3538,5522,9060,1,0,86301,0,0,3371,4905,8276,"3371","4466","7837",0,"Public, 2-year","Public, 2-year","3577","4706","8283","2",1,1,"Public, 2-year",3206,4179,7385,0,0,0
"Yavapai College","Public, 2-year",3538,5522,9060,1,0,86301,0,0,3371,4905,8276,"3371","4466","7837",0,"Public, 2-year","Public, 2-year","3577","4706","8283","2",1,1,"Public, 2-year",3206,4179,7385,0,0,0
"Yavapai College","Public, 2-year",3538,5522,9060,1,0,86301,0,0,3371,4905,8276,"3371","4466","7837",0,"Public, 2-year","Public, 2-year","3577","4706","8283","0",0,0,"Public, 2-year",3206,4179,7385,0,0,0
"Yavapai College","Public, 2-year",3538,5522,9060,1,0,86301,0,0,3371,4905,8276,"3371","4466","7837",0,"Public, 2-year","Public, 2-year","3577","4706","8283","0",0,0,"Public, 2-year",3206,4179,7385,0,0,0
"Yavapai College","Public, 2-year",3538,5522,9060,1,0,86301,0,0,3371,4905,8276,"3371","4466","7837",0,"Public, 2-year","Public, 2-year","3577","4706","8283","2",1,1,"Public, 2-year",3206,4179,7385,0,0,0
"Yavapai College","Public, 2-year",3538,5522,9060,1,0,86301,0,0,3371,4905,8276,"3371","4466","7837",0,"Public, 2-year","Public, 2-year","3577","4706","8283","2",1,1,"Public, 2-year",3206,4179,7385,0,0,0
"Yavapai College","Public, 2-year",3538,5522,9060,1,0,86301,0,0,3371,4905,8276,"3371","4466","7837",0,"Public, 2-year","Public, 2-year","3577","4706","8283","0",0,0,"Public, 2-year",3206,4179,7385,0,0,0
"Yavapai College","Public, 2-year",3538,5522,9060,1,0,86301,0,0,3371,4905,8276,"3371","4466","7837",0,"Public, 2-year","Public, 2-year","3577","4706","8283","0",0,0,"Public, 2-year",3206,4179,7385,0,0,0
"Yavapai College","Public, 2-year",3538,5522,9060,0,0,86324,0,0,3371,4905,8276,"3371","4466","7837",0,"Public, 2-year","Public, 2-year","3577","4706","8283","0",0,0,"Public, 2-year",3206,4179,7385,0,0,0
"Yavapai College","Public, 2-year",3538,5522,9060,0,0,86323,0,0,3371,4905,8276,"3371","4466","7837",0,"Public, 2-year","Public, 2-year","3577","4706","8283","0",0,0,"Public, 2-year",3206,4179,7385,0,0,0
"Yavapai College","Public, 2-year",3538,5522,9060,0,0,86314,0,0,3371,4905,8276,"3371","4466","7837",0,"Public, 2-year","Public, 2-year","3577","4706","8283","0",0,0,"Public, 2-year",3206,4179,7385,0,0,0
"Yavapai College","Public, 2-year",3538,5522,9060,0,0,86336,0,0,3371,4905,8276,"3371","4466","7837",0,"Public, 2-year","Public, 2-year","3577","4706","8283","0",0,0,"Public, 2-year",3206,4179,7385,0,0,0
"University of Arkansas at Little Rock","Public, 4-year or above",4649,7486,12135,0,0,72204,0,1,4946,8186,13132,"5149","7919","13068",1,"Public, 4-year or above","Public, 4-year or above","5210","7662","12872","1",1,0,"Public, 4-year or above",4728,7163,11891,0,0,1
"Arkadelphia Beauty College","Private for-profit, less-than 2-year",10,29,39,0,0,71923,0,0,18,37,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arkansas Baptist College","Private nonprofit, 4-year or above",382,194,576,0,0,722026099,1,0,403,237,640,"713","480","1193",2,"Private nonprofit, 4-year or above","Private nonprofit, 4-year or above","669","413","1082","2",0,1,"Private nonprofit, 4-year or above",687,303,990,0,4,2
"Arkansas Beauty School","Private for-profit, less-than 2-year",3,38,41,0,0,72209,0,0,0,49,49,"3","37","40",0,"Private for-profit, less-than 2-year","Private for-profit, less-than 2-year","4","40","44","0",0,0,NA,NA,NA,NA,NA,NA,NA
"Arkansas Beauty College","not Dertermined yet",0,37,37,0,0,72801,0,0,2,57,59,"2","33","35",0,"Private for-profit, less-than 2-year","Private for-profit, less-than 2-year","1","28","29","0",0,0,"Private for-profit, less-than 2-year",1,22,23,0,0,0
"Arkansas College of Barbering and Hair Design","Private for-profit, less-than 2-year",54,50,104,0,0,72114,0,0,85,42,127,"42","46","88",0,"Private for-profit, less-than 2-year","Private for-profit, less-than 2-year","58","48","106","0",0,0,"Private for-profit, less-than 2-year",96,80,176,0,0,0
"Arthur's Beauty College Inc-Fort Smith","Private for-profit, less-than 2-year",4,55,59,0,0,729013342,0,0,4,36,40,"6","44","50",0,"Private for-profit, less-than 2-year","Private for-profit, less-than 2-year","4","44","48","0",0,0,"Private for-profit, less-than 2-year",0,29,29,0,0,0
"University of Arkansas Main Campus","Public, 4-year or above",9459,9189,18648,2,4,727011201,4,5,10209,9640,19849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"University of Arkansas at Pine Bluff","Public, 4-year or above",1341,1859,3200,1,0,716014967,0,0,1578,2214,3792,"1378","1810","3188",0,"Public, 4-year or above","Public, 4-year or above","1239","1589","2828","0",0,2,"Public, 4-year or above",1166,1492,2658,0,1,0
"Arkansas State University-Beebe","Public, 2-year",1710,2601,4311,0,0,720121000,0,0,1826,2665,4491,"1919","2770","4689",0,"Public, 2-year","Public, 2-year","1920","2723","4643","0",0,0,"Public, 2-year",1771,2164,3935,0,0,0
"Arkansas State University-Main Campus","Public, 4-year or above",4416,6714,11130,0,1,72467,1,2,4820,7336,12156,"5378","8522","13900",2,"Public, 4-year or above","Public, 4-year or above","5465","8412","13877","4",0,1,"Public, 4-year or above",5446,7964,13410,3,3,2
"Arkansas Tech University","Public, 4-year or above",3438,4038,7476,0,1,728012222,1,1,4066,4748,8814,"4679","5785","10464",2,"Public, 4-year or above","Public, 4-year or above","4787","6163","10950","1",5,2,"Public, 4-year or above",5373,6681,12054,1,1,4
"Arkansas Tech University","Public, 4-year or above",3438,4038,7476,0,0,72949,0,0,4066,4748,8814,"4679","5785","10464",0,"Public, 4-year or above","Public, 4-year or above","4787","6163","10950","0",0,0,"Public, 4-year or above",5373,6681,12054,0,0,0
"University of Arkansas at Monticello","Public, 4-year or above",1282,1905,3187,1,0,71656,1,0,1434,2045,3479,"1561","2359","3920",1,"Public, 4-year or above","Public, 4-year or above","1613","2332","3945","0",0,0,"Public, 4-year or above",1542,2101,3643,0,1,0
"Arthur's Beauty College Inc","Private for-profit, less-than 2-year",5,71,76,0,0,72076,0,0,5,69,74,"6","53","59",0,"Private for-profit, less-than 2-year","Private for-profit, less-than 2-year","3","46","49","0",0,0,NA,NA,NA,NA,NA,NA,NA
"Baptist Health Schools-Little Rock","Private nonprofit, 2-year",140,744,884,0,0,722102820,0,0,167,855,1022,"120","732","852",0,"Private nonprofit, 2-year","Private nonprofit, 2-year","108","802","910","0",0,0,NA,NA,NA,NA,NA,NA,NA
"Bee Jays Academy","Private for-profit, less-than 2-year",2,41,43,0,0,72212,0,0,6,31,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bee Jays Academy","Private for-profit, less-than 2-year",2,41,43,0,0,72501,0,0,6,31,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Black River Technical College","Public, 2-year",492,738,1230,0,0,72455,0,0,789,1450,2239,"890","1599","2489",0,"Public, 2-year","Public, 2-year","839","1562","2401","0",0,0,"Public, 2-year",611,1128,1739,0,0,0
"University of Central Arkansas","Public, 4-year or above",4921,7698,12619,1,1,720350001,1,2,4830,6951,11781,"4543","6620","11163",1,"Public, 4-year or above","Public, 4-year or above","4479","6628","11107","2",2,6,"Public, 4-year or above",4544,7210,11754,4,1,2
"Central Baptist College","Private nonprofit, 4-year or above",312,259,571,0,0,72034,0,0,333,292,625,"448","410","858",0,"Private nonprofit, 4-year or above","Private nonprofit, 4-year or above","431","401","832","0",0,0,"Private nonprofit, 4-year or above",471,410,881,0,0,0
"Blytheville Academy of Cosmetology","Private for-profit, less-than 2-year",8,20,28,0,0,72315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cossatot Community College of the University of Arkansas","Public, 2-year",354,761,1115,1,0,71832,0,0,449,1009,1458,"457","1003","1460",0,"Public, 2-year","Public, 2-year","498","1102","1600","0",0,0,"Public, 2-year",607,1035,1642,0,0,0
"Crowley's Ridge College","Private nonprofit, 2-year",79,89,168,0,0,72450,0,0,100,72,172,"117","104","221",0,"Private nonprofit, 4-year or above","Private nonprofit, 4-year or above","114","96","210","0",0,0,"Private nonprofit, 4-year or above",123,103,226,0,0,0
"East Arkansas Community College","Public, 2-year",449,1098,1547,0,0,72335,0,0,476,1054,1530,"371","931","1302",0,"Public, 2-year","Public, 2-year","467","996","1463","0",0,0,"Public, 2-year",450,750,1200,0,0,0
"National Park Community College","Public, 2-year",1048,1896,2944,0,0,71913,0,0,1399,2299,3698,"1662","2606","4268",0,"Public, 2-year","Public, 2-year","1348","2211","3559","0",0,0,"Public, 2-year",1168,1846,3014,0,0,0
"University of Arkansas Community College-Batesville","Public, 2-year",422,1046,1468,0,0,725033350,0,0,532,1193,1725,"477","1096","1573",0,"Public, 2-year","Public, 2-year","480","963","1443","0",0,0,"Public, 2-year",472,915,1387,0,0,0
"Harding University","Private nonprofit, 4-year or above",2421,3718,6139,0,0,72149,0,0,2610,3874,6484,"2681","4375","7056",0,"Private nonprofit, 4-year or above","Private nonprofit, 4-year or above","2701","4068","6769","0",0,0,"Private nonprofit, 4-year or above",2546,3463,6009,1,0,1
"Hendrix College","Private nonprofit, 4-year or above",544,651,1195,0,0,720323080,2,3,638,825,1463,"601","825","1426",1,"Private nonprofit, 4-year or above","Private nonprofit, 4-year or above","599","789","1388","0",1,4,"Private nonprofit, 4-year or above",630,708,1338,9,9,7
"Hot Springs Beauty College","Private for-profit, less-than 2-year",1,28,29,0,0,71901,0,0,4,66,70,"4","52","56",0,"Private for-profit, less-than 2-year","Private for-profit, less-than 2-year","3","48","51","0",0,0,"Private for-profit, less-than 2-year",1,37,38,0,0,0
"Jefferson School of Nursing","Private nonprofit, 2-year",9,65,74,0,0,71603,0,0,10,60,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"John Brown University","Private nonprofit, 4-year or above",932,1129,2061,0,0,727612121,0,0,905,1168,2073,"1075","1379","2454",0,"Private nonprofit, 4-year or above","Private nonprofit, 4-year or above","1054","1392","2446","1",0,0,"Private nonprofit, 4-year or above",1135,1646,2781,0,0,0
"Lees School of Cosmetology","Private for-profit, less-than 2-year",2,45,47,0,0,721143800,0,0,2,35,37,"2","38","40",0,"Private for-profit, less-than 2-year","Private for-profit, less-than 2-year","3","26","29","0",0,0,"Private for-profit, less-than 2-year",3,19,22,0,0,0
"Marsha Kay Beauty College","Private for-profit, less-than 2-year",0,18,18,0,0,726533164,0,0,2,28,30,"0","12","12",0,"Private for-profit, less-than 2-year","Private for-profit, less-than 2-year","0","19","19","0",0,0,NA,NA,NA,NA,NA,NA,NA
"Mellies Beauty College","Private for-profit, less-than 2-year",2,71,73,0,0,72901,0,0,5,76,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mid-South Community College","Public, 2-year",611,1043,1654,0,0,723013829,0,0,785,1407,2192,"823","1345","2168",0,"Public, 2-year","Public, 2-year","698","1282","1980","0",0,0,NA,NA,NA,NA,NA,NA,NA
"Margarets Hair Academy Inc","Private for-profit, less-than 2-year",3,12,15,0,0,71655,0,0,14,71,85,"11","63","74",0,"Private for-profit, less-than 2-year","Private for-profit, less-than 2-year","7","42","49","0",0,0,NA,NA,NA,NA,NA,NA,NA
